description,title,price,category,image
108.1130524,Набор для пикника LX18,2054.2600000000002,"Товары для дома и дачи > Все для пикника, Товары для дома и дачи",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bbd18f-d0bfd0b8d0bad0bdd0b8d0bad0b0-lx18.jpg
108.11305249999999,Набор для пикника LX19,3245,"Товары для дома и дачи > Все для пикника, Товары для дома и дачи",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bbd18f-d0bfd0b8d0bad0bdd0b8d0bad0b0-lx19.jpg
108.1476828,Набор для пикника LX24,2500,"Товары для дома и дачи > Все для пикника, Товары для дома и дачи",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bbd18f-d0bfd0b8d0bad0bdd0b8d0bad0b0-lx24.jpg
108.1477158,Набор для пикника SL18,2000,,https://hoz-mos.ru/wp-content/uploads/2023/10/d0bdd0b0d0b1d0bed180-d0b4d0bbd18f-d0bfd0b8d0bad0bdd0b8d0bad0b0-sl18.jpg
AH-17,Набор для приготовления роллов Мидори Bradex BH-17 (40шт),365.08999999999997,Кухонные принадлежности,https://hoz-mos.ru/wp-content/uploads/2024/08/nabor-dlya-prigotovleniya-rollov-midor.jpg
AH-E2,Набор для специй (мельница для перца и соли) - AH-E2,543.78999999999996,"Кухонные принадлежности > Емкости для специй и продуктов, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bbd18f-d181d0bfd0b5d186d0b8d0b9-d0bcd0b5d0bbd18cd0bdd0b8d186d0b0-d0b4d0bbd18f-d0bfd0b5d180d186d0b0-d0b8-d181.jpg
AV-19-9,Набор для специй (перцемолка + солемолка)  Большой - AV-19-9 (36шт),293.37,"Кухонные принадлежности > Емкости для специй и продуктов, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bbd18f-d181d0bfd0b5d186d0b8d0b9-d0bfd0b5d180d186d0b5d0bcd0bed0bbd0bad0b0-d181d0bed0bbd0b5d0bcd0bed0bbd0ba.jpg
108.1432822,Набор для специй (прозрачный),133,"Кухонные принадлежности > Емкости для специй и продуктов, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2023/10/d0bdd0b0d0b1d0bed180-d0b4d0bbd18f-d181d0bfd0b5d186d0b8d0b9-d0bfd180d0bed0b7d180d0b0d187d0bdd18bd0b9.jpg
AH-179,Набор для специй 4 предмета на подставке AH-179 (48шт),108.56999999999999,"Кухонные принадлежности > Емкости для специй и продуктов, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bbd18f-d181d0bfd0b5d186d0b8d0b9-4-d0bfd180d0b5d0b4d0bcd0b5d182d0b0-d0bdd0b0-d0bfd0bed0b4d181d182d0b0d0b2d0ba.jpg
DL-1005,"Набор для специй на подставке (2 предмета, стекло) - BH-1005 (72шт) BH-40401",64.900000000000006,"Кухонные принадлежности > Емкости для специй и продуктов, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/nabor-dlya-speczij-na-podstavke-2-predmet.jpg
MR-20031-04СS,Набор для специй на подставке (5 предметов) - MR-20031-04СS,679.44000000000005,"Кухонные принадлежности > Емкости для специй и продуктов, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bbd18f-d181d0bfd0b5d186d0b8d0b9-d0bdd0b0-d0bfd0bed0b4d181d182d0b0d0b2d0bad0b5-5-d0bfd180d0b5d0b4d0bcd0b5d182.jpg
AH-B1007,"Набор для специй ресторанный на подставке (5 предметов, большой)",870.03999999999996,"Кухонные принадлежности > Емкости для специй и продуктов, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bbd18f-d181d0bfd0b5d186d0b8d0b9-d180d0b5d181d182d0bed180d0b0d0bdd0bdd18bd0b9-d0bdd0b0-d0bfd0bed0b4d181d182.jpg
AH-JY6225-2,Набор для специй с дозатором   на подставке (5 предметов) - JY6225-2,594.53999999999996,"Кухонные принадлежности > Емкости для специй и продуктов, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bbd18f-d181d0bfd0b5d186d0b8d0b9-d181-d0b4d0bed0b7d0b0d182d0bed180d0bed0bc-d0bdd0b0-d0bfd0bed0b4d181d182d0b0.jpg
DL-1006,Набор для специй с подставкой (3 предмета)  BH-40402 (60 шт),79.200000000000003,"Кухонные принадлежности > Емкости для специй и продуктов, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/nabor-dlya-speczij-s-podstavkoj-3-predmet.jpg
AH-233,Набор для уборки - Швабра и ведро с функцией отжима для мытья пола BH-233 (24шт),699.29999999999995,"Товары для дома и дачи, Товары для дома и дачи > Товары для уборки",https://hoz-mos.ru/wp-content/uploads/2024/08/nabor-dlya-uborki-shvabra-i-vedro-s-funk.jpg
104d,Набор для шашлыков,507.51999999999998,"Товары для дома и дачи > Все для пикника, Товары для дома и дачи",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bbd18f-d188d0b0d188d0bbd18bd0bad0bed0b2.jpg
1001,Набор для шашлыков  с красной ручкой (3 предмета),483.35000000000002,"Товары для дома и дачи > Все для пикника, Товары для дома и дачи",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bbd18f-d188d0b0d188d0bbd18bd0bad0bed0b2-d181-d0bad180d0b0d181d0bdd0bed0b9-d180d183d187d0bad0bed0b9-3-d0bf.jpg
108.16723,Набор для яиц,57.090000000000003,"Кухонные принадлежности, Кухонные принадлежности > Приборы для резки продуктов",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bbd18f-d18fd0b8d186.jpg
108.44647000000001,Набор доска новогодняя,181.25999999999999,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bed181d0bad0b0-d0bdd0bed0b2d0bed0b3d0bed0b4d0bdd18fd18f.jpg
108.1486506,Набор доска разделочная из бука,200,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bed181d0bad0b0-d180d0b0d0b7d0b4d0b5d0bbd0bed187d0bdd0b0d18f-d0b8d0b7-d0b1d183d0bad0b0.jpg
НДФО-3,Набор досок из фанеры 3 шт.,178.38999999999999,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bed181d0bed0ba-d0b8d0b7-d184d0b0d0bdd0b5d180d18b-3-d188d182.jpg
НДФК-3,Набор досок из фанеры 3 шт. хохлома,187.31,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bed181d0bed0ba-d0b8d0b7-d184d0b0d0bdd0b5d180d18b-3-d188d182-d185d0bed185d0bbd0bed0bcd0b0.jpg
КС-1,Набор досок новогодние из фанера 3шт с ручкой 2023,129,,https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b4d0bed181d0bed0ba-d0bdd0bed0b2d0bed0b3d0bed0b4d0bdd0b8d0b5-d0b8d0b7-d184d0b0d0bdd0b5d180d0b0-3d188d182-d181-d180.jpg
KM 7034,Набор ёмкостей KAMILLE  для специй на   подставке  - KM 7034,1373.1700000000001,"Кухонные принадлежности > Емкости для специй и продуктов, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d191d0bcd0bad0bed181d182d0b5d0b9-kamille-d0b4d0bbd18f-d181d0bfd0b5d186d0b8d0b9-d0bdd0b0-d0bfd0bed0b4d181d182d0b0.jpg
MR-1726,Набор емкостей MAESTRO BASIC  для специй с подставкой (6 предметов) - MR-1726,796.72000000000003,"Кухонные принадлежности > Емкости для специй и продуктов, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b5d0bcd0bad0bed181d182d0b5d0b9-maestro-basic-d0b4d0bbd18f-d181d0bfd0b5d186d0b8d0b9-d181-d0bfd0bed0b4d181d182d0b0d0b2.jpg
AH-2102,Набор ёмкостей пластиковая 3шт для специй с ложечкой на подставке круглая AH2102 (12шт),180.18000000000001,"Кухонные принадлежности > Емкости для специй и продуктов, Кухонные принадлежности",
108.1433739,Набор ёршик (C008),140,"Товары для дома и дачи, Товары для дома и дачи > Товары для уборки",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d191d180d188d0b8d0ba-c008.jpg
AH-25-32-38,Набор замки для чемодана 25-32-38мм,493.70999999999998,"Хозяйственные товары > Замки, Хозяйственные товары",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b7d0b0d0bcd0bad0b8-d0b4d0bbd18f-d187d0b5d0bcd0bed0b4d0b0d0bdd0b0-25-32-38d0bcd0bc.jpg
AH-32-38-50,Набор замки для чемодана 32-38-50мм,561.61000000000001,"Хозяйственные товары > Замки, Хозяйственные товары",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b7d0b0d0bcd0bad0b8-d0b4d0bbd18f-d187d0b5d0bcd0bed0b4d0b0d0bdd0b0-32-38-50d0bcd0bc.jpg
AH-2191 (108),Набор инструментов 108 предметов AH-2191 (5шт),3160.4499999999998,Кухонные принадлежности,
AH-2191 (2),Набор инструментов 150 предметов AH-2191(2шт),6458.8500000000004,Кухонные принадлежности,
AH-2226,Набор инструментов 152-предмет AH-2226,6650,,
AH-8001,Набор инструментов 23 предмет  BOMAO AH-8001(5шт),2429.8899999999999,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-23-d0bfd180d0b5d0b4d0bcd0b5d182-bomao-ah-80015d188d182.jpg
1005,Набор инструментов 4 предметов на блистере,215.71000000000001,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-4-d0bfd180d0b5d0b4d0bcd0b5d182d0bed0b2-d0bdd0b0-d0b1d0bbd0b8d181.jpg
AH-1001,Набор инструментов 5 предметов на блистере,190.31999999999999,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-5-d0bfd180d0b5d0b4d0bcd0b5d182d0bed0b2-d0bdd0b0-d0b1d0bbd0b8d181.jpg
1007,Набор инструментов 6 предметов на блистере,253.75999999999999,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-6-d0bfd180d0b5d0b4d0bcd0b5d182d0bed0b2-d0bdd0b0-d0b1d0bbd0b8d181.jpg
AH-2448,Набор инструментов AH-2448(20шт),1528.4000000000001,,
AH-2437,Набор инструментов BOMAO (15шт) AH-2437,1485.22,,
AH-2438,Набор инструментов BOMAO 10пр AH-2438 (15шт),1372.97,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-10d0bfd180-ah-2438-15d188d182.jpg
AH-2227,Набор инструментов BOMAO 116пр AH-2227 (2шт),7412.9399999999996,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-116d0bfd180-ah-2227-2d188d182.jpg
AH-2223,Набор инструментов BOMAO 12пр AH-2223 (40шт),597.98000000000002,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-12d0bfd180-ah-2223-40d188d182.jpg
AH-2176,Набор инструментов BOMAO 137пр AH-2176 (2шт),7961.8000000000002,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-137d0bfd180-ah-2176-2d188d182.jpg
AH-8011,Набор инструментов BOMAO 13пр AH-8011 (14шт),1309.0699999999999,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-13d0bfd180-ah-8011-14d188d182.jpg
108.17637999999999,Форма для выпечки круглое 24см,145.00999999999999,"Кондитерские аксессуары, Кондитерские аксессуары > Формы для выпечки",https://hoz-mos.ru/wp-content/uploads/2024/08/d184d0bed180d0bcd0b0-d0b4d0bbd18f-d0b2d18bd0bfd0b5d187d0bad0b8-d0bad180d183d0b3d0bbd0bed0b5-24d181d0bc.jpg
AH-2236,Набор инструментов BOMAO 142пр AH-2236 (2шт),8488.6299999999992,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-142d0bfd180-ah-2236-2d188d182.jpg
108.16274,Форма для выпечки сердечко пластиковая,57.090000000000003,"Кухонные принадлежности > Кулинарные формы, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d184d0bed180d0bcd0b0-d0b4d0bbd18f-d0b2d18bd0bfd0b5d187d0bad0b8-d181d0b5d180d0b4d0b5d187d0bad0be-d0bfd0bbd0b0d181d182d0b8d0bad0bed0b2.jpg
99812,ложка круглая №4 AH-362 (100шт),174,,https://hoz-mos.ru/wp-content/uploads/2023/10/rBVaJFjFqRmARhblAAJ4Eo5Is1o839.jpg
AH-8022,Набор инструментов BOMAO 14пр AH-8022 (7шт),3400,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-14d0bfd180-ah-8022-7d188d182.jpg
AH-ZU231,Форма для выпечки силиконовая AH-ZU231 (240шт),133.97999999999999,"Кондитерские аксессуары, Кондитерские аксессуары > Принадлежности для выпечки",https://hoz-mos.ru/wp-content/uploads/2024/08/d184d0bed180d0bcd0b0-d0b4d0bbd18f-d0b2d18bd0bfd0b5d187d0bad0b8-d181d0b8d0bbd0b8d0bad0bed0bdd0bed0b2d0b0d18f-ah-zu231-240d188d182.jpg
AH-2442,Набор инструментов BOMAO 17пр AH-2442 (10шт),2381.5300000000002,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-17d0bfd180-ah-2442-10d188d182.jpg
AH-8014,Набор инструментов BOMAO 20-пр AH-8014 (14шт),1329.79,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-20-d0bfd180-ah-8014-14d188d182.jpg
AH-ZU198,Форма для выпечки силиконовая круглая 22см AH-ZU198 (192шт),130.69,"Кондитерские аксессуары, Кондитерские аксессуары > Принадлежности для выпечки",https://hoz-mos.ru/wp-content/uploads/2024/08/d184d0bed180d0bcd0b0-d0b4d0bbd18f-d0b2d18bd0bfd0b5d187d0bad0b8-d181d0b8d0bbd0b8d0bad0bed0bdd0bed0b2d0b0d18f-d0bad180d183d0b3d0bbd0b0.jpg
AH-8021,Набор инструментов BOMAO 22пр AH-8021 (10шт),1999.8699999999999,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-22d0bfd180-ah-8021-10d188d182.jpg
UV-1056,Форма для кулича 4 штучный,834.75,"Электротовары и ремонт > Электроинстументы, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d184d0bed180d0bcd0b0-d0b4d0bbd18f-d0bad183d0bbd0b8d187d0b0-4-d188d182d183d187d0bdd18bd0b9.jpg
AH-8025,Набор инструментов BOMAO 22пр AH-8025 (6шт),2728.6599999999999,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-22d0bfd180-ah-8025-6d188d182.jpg
AH-310,Форма для льда 14ячеек AH-310(200шт),72.530000000000001,,https://hoz-mos.ru/wp-content/uploads/2024/11/forma-dlya-lda-14yacheek-ah-310200sht.jpg
AH-2430,Набор инструментов BOMAO 24пр AH-2430 (5шт),3367.6500000000001,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-24d0bfd180-ah-2430-5d188d182.jpg
AH-1353,Набор инструментов BOMAO 25пр AH-1353 (20шт),2154.77,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-25d0bfd180-ah-1353-20d188d182.jpg
AH-308,Форма для мороженая силиконовая  AH-308 (300шт),72.530000000000001,Хозяйственные товары,https://hoz-mos.ru/wp-content/uploads/2024/08/forma-dlya-morozhenaya-silikonovaya-ah-308.jpg
AH-2431,Набор инструментов BOMAO 25пр AH-2431 (5шт),2414.3499999999999,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-25d0bfd180-ah-2431-5d188d182.jpg
AH-309,Форма для мороженая силиконовая  AH-309 (300 шт),73.5,Хозяйственные товары,https://hoz-mos.ru/wp-content/uploads/2024/08/forma-dlya-morozhenaya-silikonovaya-ah-309-300sht.jpg
AH-8024,Набор инструментов BOMAO 25пр AH-8024 (6шт),2780.4699999999998,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-25d0bfd180-ah-8024-6d188d182.jpg
Орех,Форма для орехов украинская Алюминный сплав,997.5,,https://hoz-mos.ru/wp-content/uploads/2024/08/d184d0bed180d0bcd0b0-d0b4d0bbd18f-d0bed180d0b5d185d0bed0b2-d183d0bad180d0b0d0b8d0bdd181d0bad0b0d18f-d0b0d0bbd18ed0bcd0b8d0bdd0bdd18b.jpg
AH-8037,Набор инструментов BOMAO 25пр AH-8037 (6шт),3904.75,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-25d0bfd180-ah-8037-6d188d182.jpg
AH-8028,Набор инструментов BOMAO 29пр AH-8028 (5шт),4063.6300000000001,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-29d0bfd180-ah-8028-5d188d182.jpg
AH-AM-2,"Форма для пельменей и вареников (металл 9,5 см). AH-AM-2 (200шт)",127.28,"Кухонные принадлежности > Кулинарные формы, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d184d0bed180d0bcd0b0-d0b4d0bbd18f-d0bfd0b5d0bbd18cd0bcd0b5d0bdd0b5d0b9-d0b8-d0b2d0b0d180d0b5d0bdd0b8d0bad0bed0b2-d0bcd0b5d182d0b0d0bb.jpg
AH-2195,Набор инструментов BOMAO 32пр AH-2195 (5шт),3101.6900000000001,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-32d0bfd180-ah-2195-5d188d182.jpg
AH-3984,Форма для племени SHENGYA AH-3984 (200шт),219.44999999999999,Услуги Хоз-Планета,https://hoz-mos.ru/wp-content/uploads/2024/08/d184d0bed180d0bcd0b0-d0b4d0bbd18f-d0bfd0bbd0b5d0bcd0b5d0bdd0b8-shengya-ah-3984-200d188d182.jpg
AH-8026,Набор инструментов BOMAO 36пр AH-8026 (6шт),3212.2199999999998,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-36d0bfd180-ah-8026-6d188d182.jpg
AH-8034,Набор инструментов BOMAO 39пр AH-8034 (5шт),3638.79,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-39d0bfd180-ah-8034-5d188d182.jpg
ab-83,Форма для шоколада виды ножницы,72,"Кухонные принадлежности > Кулинарные формы, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d184d0bed180d0bcd0b0-d0b4d0bbd18f-d188d0bed0bad0bed0bbd0b0d0b4d0b0-d0b2d0b8d0b4d18b-d0bdd0bed0b6d0bdd0b8d186d18b.jpg
AH-8016,Набор инструментов BOMAO 45пр AH-8016 (10шт),1891.0699999999999,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-45d0bfd180-ah-8016-10d188d182.jpg
s806,Форма ЕДИНОРОГ  кондитерская для выпечки - s806,30.210000000000001,"Кондитерские аксессуары, Кондитерские аксессуары > Формы для выпечки",https://hoz-mos.ru/wp-content/uploads/2024/08/d184d0bed180d0bcd0b0-d0b5d0b4d0b8d0bdd0bed180d0bed0b3-d0bad0bed0bdd0b4d0b8d182d0b5d180d181d0bad0b0d18f-d0b4d0bbd18f-d0b2d18bd0bfd0b5.jpg
AH-8030,Набор инструментов BOMAO 47пр AH-8030 (5шт),4913.3199999999997,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-47d0bfd180-ah-8030-5d188d182.jpg
AH-2242,Набор инструментов BOMAO 58пр AH-2242 (5шт),2808.6500000000001,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-58d0bfd180-ah-2242-5d188d182.jpg
108.1776,Форма металлическая с антипригарным покрытием,193.34,"Кондитерские аксессуары, Кондитерские аксессуары > Формы для выпечки",https://hoz-mos.ru/wp-content/uploads/2024/08/d184d0bed180d0bcd0b0-d0bcd0b5d182d0b0d0bbd0bbd0b8d187d0b5d181d0bad0b0d18f-d181-d0b0d0bdd182d0b8d0bfd180d0b8d0b3d0b0d180d0bdd18bd0bc.jpg
AH-2216,Набор инструментов BOMAO 69пр AH-2216 (16шт),1859.98,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-69d0bfd180-ah-2216-16d188d182.jpg
108.1436678,Форма металлический для кексов большой,280,,https://hoz-mos.ru/wp-content/uploads/2023/10/d184d0bed180d0bcd0b0-d0bcd0b5d182d0b0d0bbd0bbd0b8d187d0b5d181d0bad0b8d0b9-d0b4d0bbd18f-d0bad0b5d0bad181d0bed0b2-d0b1d0bed0bbd18cd188.jpg
AH-2180,Набор инструментов BOMAO 96пр AH-2180 (2шт),6696.3800000000001,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-96d0bfd180-ah-2180-2d188d182.jpg
108.14366769999999,Форма металлический для кексов маленький,220,,https://hoz-mos.ru/wp-content/uploads/2023/10/d184d0bed180d0bcd0b0-d0bcd0b5d182d0b0d0bbd0bbd0b8d187d0b5d181d0bad0b8d0b9-d0b4d0bbd18f-d0bad0b5d0bad181d0bed0b2-d0bcd0b0d0bbd0b5d0bd.jpg
AH-2186,Набор инструментов BOMAO 96пр AH-2186 (3шт),116026981200000,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-96d0bfd180-ah-2186-3d188d182.jpg
AH-2447,Набор инструментов BOMAO 9пр AH-2447 (20шт),1010.3,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bdd0b0d0b1d0bed180-d0b8d0bdd181d182d180d183d0bcd0b5d0bdd182d0bed0b2-bomao-9d0bfd180-ah-2447-20d188d182.jpg
AHLIDA,Форма пластиковая для льда (12 ячеек) - AHLIDA,54.369999999999997,"Кухонные принадлежности > Кулинарные формы, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d184d0bed180d0bcd0b0-d0bfd0bbd0b0d181d182d0b8d0bad0bed0b2d0b0d18f-d0b4d0bbd18f-d0bbd18cd0b4d0b0-12-d18fd187d0b5d0b5d0ba-ahlida.jpg
